Facility,FiscalYear,ProgramId,ObjectCodeId,CurrentModifiedAmount,PreEncumberedAmount,EncumberedAmount,ExpendedAmount,ProjectedAmount,PriorYearActualAmount,TotalObligated,,,,,,
RLCC,2023,5,286,0.00,0.00,0.00,0.00,,-310.85,,,,,,,
RLCC,2023,5,225,55000.00,0.00,0.00,68067.64,0.00,56403.83,,,,,,,
RLCC,2023,5,51,23139.00,0.00,0.00,22919.13,0.00,21874.93,,,,,,,
RLCC,2023,4,56,2840.00,0.00,0.00,0.00,0.00,2802.45,,,,,,,
RLCC,2023,5,627,25000.00,0.00,0.00,0.00,,,,,,,,,
RLCC,2023,47,766,1876725.00,0.00,6443.48,1432686.96,0.00,1680901.49,,,,,,,
ALC,2022,5,37,2805002.00,0.00,0.00,2400814.52,113775.90,0.00,,,,,,,
ALC,2022,54,48,20346.00,0.00,0.00,19629.47,785.18,0.00,,,,,,,
ALC,2022,4,74,0.00,0.00,0.00,60.00,,,,,,,,,
ALC,2022,5,94,0.00,0.00,0.00,4202.72,0.00,0.00,,,,,,,
ALC,2022,5,39,0.00,0.00,0.00,18805.20,,,,,,,,,
ALC,2022,5,623,0.00,0.00,0.00,2872.89,,,,,,,,,
ALC,2022,5,46,91010.00,0.00,0.00,106082.69,4243.31,0.00,,,,,,,
ALC,2022,5,282,378235.00,0.00,90428.10,128661.66,2224.00,0.00,,,,,,,
ALC,2022,4,88,0.00,0.00,0.00,28.00,,,,,,,,,
ALC,2022,4,158,18200.00,0.00,5454.13,19543.33,,,,,,,,,
ALC,2022,5,20,0.00,0.00,0.00,50.81,2.03,0.00,,,,,,,
ALC,2022,4,755,234665.00,0.00,0.00,90665.96,-1335.72,0.00,,,,,,,
ALC,2022,4,746,0.00,0.00,0.00,5249.00,,,,,,,,,
ALC,2022,5,293,462334.00,0.00,111229.30,311483.13,-28652.43,0.00,,,,,,,
ALC,2022,4,48,53384.00,0.00,0.00,54144.89,2165.80,0.00,,,,,,,
ALC,2022,4,172,0.00,0.00,0.00,848.20,-186.96,0.00,,,,,,,
ALC,2022,5,256,715000.00,0.00,1633.76,347342.50,39565.17,0.00,,,,,,,
ALC,2022,5,58,0.00,0.00,0.00,10544.39,0.00,0.00,,,,,,,
ALC,2022,5,5,0.00,0.00,0.00,74623.68,2984.95,0.00,,,,,,,
ALC,2022,4,174,0.00,0.00,0.00,10169.00,15.32,0.00,,,,,,,
ALC,2022,5,2,243401.00,0.00,0.00,1222088.61,48884.39,0.00,,,,,,,
ALC,2022,54,766,940954.00,0.00,9756.74,825926.34,130614.84,0.00,,,,,,,
ALC,2022,5,800,0.00,0.00,0.00,-2923.62,,,,,,,,,
ALC,2022,4,698,712835.00,0.00,0.00,30698.63,1268.37,0.00,,,,,,,
ALC,2022,54,37,32029.00,0.00,0.00,34097.08,1226.83,0.00,,,,,,,
ALC,2022,4,735,0.00,0.00,0.00,6850.05,1054.69,0.00,,,,,,,
ALC,2022,4,231,0.00,0.00,0.00,1315.99,,,,,,,,,
ALC,2022,4,173,0.00,0.00,4320.01,5299.94,-3639.68,0.00,,,,,,,
ALC,2022,54,46,1682.00,0.00,0.00,2075.41,83.02,0.00,,,,,,,
ALC,2022,4,56,3205.00,0.00,0.00,58.00,0.00,0.00,,,,,,,
ALC,2022,5,237,898627.00,0.00,3692.60,500803.13,157565.12,0.00,,,,,,,
ALC,2022,4,120,257952.00,0.00,795.00,39957.09,1976.00,0.00,,,,,,,
ALC,2022,4,75,0.00,0.00,0.00,985.00,,,,,,,,,
ALC,2022,54,1,117478.00,0.00,0.00,121828.07,3676.93,0.00,,,,,,,
ALC,2022,5,48,708825.00,0.00,0.00,796077.44,31843.10,0.00,,,,,,,
ALC,2022,5,186,0.00,0.00,0.00,103.00,,,,,,,,,
ALC,2022,5,14,0.00,0.00,0.00,19035.00,761.40,0.00,,,,,,,
ALC,2022,5,230,0.00,0.00,0.00,12577.64,1333.08,0.00,,,,,,,
ALC,2022,5,88,25000.00,0.00,4928.18,20154.42,256.05,0.00,,,,,,,
ALC,2022,5,158,10000.00,0.00,1455.36,11806.12,0.00,0.00,,,,,,,
ALC,2022,4,747,203297.00,0.00,0.00,375207.00,,,,,,,,,
ALC,2022,5,241,0.00,0.00,23025.35,174975.40,38654.88,0.00,,,,,,,
ALC,2022,4,94,0.00,0.00,0.00,991.33,472.23,0.00,,,,,,,
ALC,2022,4,711,51000.00,0.00,0.00,33806.86,0.00,0.00,,,,,,,
ALC,2022,5,75,0.00,0.00,0.00,1010.00,,,,,,,,,
ALC,2022,4,225,5058.00,0.00,0.00,9829.53,1095.43,0.00,,,,,,,
ALC,2022,5,120,86751.00,0.00,5922.00,19834.01,0.00,0.00,,,,,,,
ALC,2022,4,186,0.00,0.00,0.00,3.00,,,,,,,,,
ALC,2022,4,77,0.00,0.00,0.00,316.40,,,,,,,,,
ALC,2022,5,74,0.00,0.00,0.00,2081.20,,,,,,,,,
ALC,2022,5,231,20000.00,0.00,1920.00,107708.09,34842.69,0.00,,,,,,,
ALC,2022,5,260,0.00,0.00,0.00,78426.31,,,,,,,,,
ALC,2022,4,177,200000.00,0.00,0.00,167772.36,0.00,0.00,,,,,,,
ALC,2022,4,57,0.00,0.00,0.00,450.00,,,,,,,,,
ALC,2022,5,698,800.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
ALC,2022,5,51,0.00,0.00,0.00,556.00,,,,,,,,,
ALC,2022,5,225,30000.00,0.00,2712.64,41939.85,3249.26,0.00,,,,,,,
ALC,2022,4,241,0.00,0.00,0.00,372.51,,,,,,,,,
ALC,2022,54,45,2784.00,0.00,0.00,3150.01,126.00,0.00,,,,,,,
ALC,2022,54,2,0.00,0.00,0.00,29984.64,1199.36,0.00,,,,,,,
ALC,2022,5,624,0.00,0.00,0.00,3169.37,,,,,,,,,
ALC,2022,5,229,0.00,0.00,0.00,693.79,67.47,0.00,,,,,,,
ALC,2022,5,276,0.00,0.00,0.00,2923.62,974.54,0.00,,,,,,,
ALC,2022,4,179,150000.00,0.00,0.00,124574.80,,,,,,,,,
ALC,2022,5,320,12000.00,0.00,21328.94,26392.66,-13617.60,0.00,,,,,,,
ALC,2022,54,764,10000.00,0.00,0.00,1954.90,384.81,0.00,,,,,,,
ALC,2022,5,232,89115.00,0.00,1101.40,67647.01,12432.86,0.00,,,,,,,
ALC,2022,5,625,0.00,0.00,0.00,3822.26,,,,,,,,,
ALC,2022,5,3,0.00,0.00,0.00,85045.76,3402.24,0.00,,,,,,,
ALC,2022,4,45,2218.00,0.00,0.00,4833.02,193.32,0.00,,,,,,,
ALC,2022,4,178,657000.00,0.00,0.00,467476.78,,,,,,,,,
ALC,2022,4,3,0.00,0.00,0.00,629.00,,,,,,,,,
ALC,2022,4,135,10424.00,0.00,0.00,97757.84,1967.58,0.00,,,,,,,
ALC,2022,5,247,0.00,0.00,0.00,24931.63,6317.43,0.00,,,,,,,
ALC,2022,5,240,0.00,0.00,27414.24,96586.79,522.87,0.00,,,,,,,
ALC,2022,5,295,0.00,0.00,0.00,2991.81,8.19,0.00,,,,,,,
ALC,2022,5,633,22000.00,0.00,0.00,0.00,6235.48,0.00,,,,,,,
ALC,2022,5,255,0.00,0.00,0.00,20535.35,2157.61,0.00,,,,,,,
ALC,2022,5,131,110000.00,0.00,11155.50,129853.57,640.00,0.00,,,,,,,
ALC,2022,5,56,15649.00,0.00,0.00,1102.00,,,,,,,,,
ALC,2022,54,763,9024.00,0.00,373.00,10195.40,,,,,,,,,
ALC,2022,5,135,15000.00,0.00,0.00,36193.79,0.00,0.00,,,,,,,
ALC,2022,4,9,65000.00,0.00,0.00,55144.56,2182.44,0.00,,,,,,,
ALC,2022,4,85,0.00,0.00,0.00,381.00,0.00,0.00,,,,,,,
ALC,2022,5,45,31116.00,0.00,0.00,31789.27,1271.57,0.00,,,,,,,
ALC,2022,4,37,205058.00,0.00,0.00,164769.25,14568.05,0.00,,,,,,,
ALC,2022,4,756,28724.00,0.00,0.00,0.00,,,,,,,,,
ALC,2022,5,80,5500.00,0.00,0.00,1407.56,0.00,0.00,,,,,,,
ALC,2022,4,1,491470.00,0.00,0.00,420058.98,31785.02,0.00,,,,,,,
ALC,2022,5,802,0.00,0.00,0.00,70070.93,,,,,,,,,
ALC,2022,5,85,0.00,0.00,0.00,875.00,,,,,,,,,
ALC,2022,5,239,0.00,0.00,0.00,0.00,,,,,,,,,
ALC,2022,4,51,3614.00,0.00,0.00,4816.00,192.64,0.00,,,,,,,
ALC,2022,4,80,0.00,0.00,0.00,3469.44,571.23,0.00,,,,,,,
ALC,2022,5,130,0.00,0.00,385.00,4235.00,,,,,,,,,
ALC,2022,4,58,0.00,0.00,0.00,209.88,,,,,,,,,
ALC,2022,5,799,1950.00,0.00,123207.15,32253.19,,,,,,,,,
ALC,2022,5,663,0.00,0.00,0.00,5900.00,,,,,,,,,
ALC,2022,5,1,8300414.00,0.00,0.00,6251904.76,272164.61,0.00,,,,,,,
ALC,2022,4,46,5735.00,0.00,0.00,6500.03,260.00,0.00,,,,,,,
ALC,2022,4,230,0.00,0.00,0.00,4242.95,385.69,0.00,,,,,,,
ALC,2022,5,730,0.00,0.00,0.00,-288.38,,,,,,,,,
ALC,2022,4,282,23402.00,0.00,0.00,7534.02,276.90,0.00,,,,,,,
ALC,2022,4,131,0.00,0.00,0.00,13004.80,5000.00,0.00,,,,,,,
ALC,2022,5,9,65000.00,0.00,0.00,35949.76,1450.00,0.00,,,,,,,
DCI,2022,5,39,91067.00,0.00,0.00,33194.94,0.00,112437.86,,,,,,,
DCI,2022,5,249,10000.00,0.00,0.00,4350.58,0.00,19983.57,,,,,,,
DCI,2022,5,287,6000.00,0.00,6000.00,0.00,0.00,0.00,,,,,,,
DCI,2022,5,256,324884.00,0.00,14168.80,115400.41,0.00,640578.28,,,,,,,
DCI,2022,5,282,373124.00,0.00,44647.04,20450.91,0.00,234945.21,,,,,,,
DCI,2022,4,237,0.00,0.00,0.00,0.00,0.00,12.90,,,,,,,
DCI,2022,54,1,240804.00,0.00,0.00,80182.68,187277.00,186953.82,,,,,,,
DCI,2022,4,9,0.00,0.00,0.00,23950.14,68705.86,56588.52,,,,,,,
DCI,2022,4,756,62050.00,0.00,0.00,0.00,,,,,,,,,
DCI,2022,5,799,0.00,0.00,624322.18,-33727.84,-488183.16,59590.67,,,,,,,
DCI,2022,4,1,874802.00,0.00,0.00,278937.24,,,,,,,,,
DCI,2022,5,1,22965324.00,0.00,0.00,6459745.23,15265116.83,20290549.88,,,,,,,
DCI,2022,4,172,0.00,0.00,0.00,3820.00,0.00,3820.00,,,,,,,
DCI,2022,5,244,0.00,0.00,0.00,0.00,0.00,3447.75,,,,,,,
DCI,2022,5,251,0.00,0.00,0.00,0.00,0.00,2266.99,,,,,,,
DCI,2022,5,247,0.00,0.00,0.00,18722.37,0.00,55723.60,,,,,,,
DCI,2022,5,242,0.00,0.00,0.00,2569.50,0.00,16756.30,,,,,,,
DCI,2022,4,742,0.00,0.00,0.00,0.00,0.00,119021.00,,,,,,,
DCI,2022,5,172,0.00,0.00,3159.03,3617.86,0.00,10007.93,,,,,,,
DCI,2022,5,743,0.00,0.00,0.00,0.00,0.00,615.92,,,,,,,
DCI,2022,4,259,0.00,0.00,0.00,0.00,0.00,212.04,,,,,,,
DCI,2022,4,757,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,4,178,540305.00,0.00,0.00,190658.48,0.00,560981.81,,,,,,,
DCI,2022,5,45,12715.00,0.00,0.00,5537.48,0.00,16165.96,,,,,,,
DCI,2022,5,86,0.00,0.00,0.00,0.00,0.00,4389.06,,,,,,,
DCI,2022,5,233,20000.00,0.00,0.00,7364.45,0.00,16388.39,,,,,,,
DCI,2022,5,704,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,4,80,0.00,0.00,0.00,0.00,0.00,334.93,,,,,,,
DCI,2022,5,231,220000.00,0.00,19904.57,83937.28,0.00,318373.20,,,,,,,
DCI,2022,54,766,1527191.00,0.00,221247.23,246529.72,0.00,1541674.47,,,,,,,
DCI,2022,4,46,13196.00,0.00,0.00,4309.77,0.00,11403.72,,,,,,,
DCI,2022,5,88,41286.00,0.00,0.00,21300.90,0.00,92415.51,,,,,,,
DCI,2022,5,174,0.00,0.00,0.00,6848.09,0.00,12632.82,,,,,,,
DCI,2022,5,9,225.00,0.00,0.00,208846.49,682876.70,265551.15,,,,,,,
DCI,2022,5,7,0.00,0.00,0.00,0.00,0.00,11684.30,,,,,,,
DCI,2022,4,179,21000.00,0.00,0.00,944.90,0.00,4435.02,,,,,,,
DCI,2022,5,6,0.00,0.00,0.00,0.00,0.00,18701.97,,,,,,,
DCI,2022,4,711,66625.00,0.00,0.00,15757.43,0.00,81511.44,,,,,,,
DCI,2022,5,246,0.00,0.00,0.00,0.00,0.00,312.38,,,,,,,
DCI,2022,4,177,2500.00,0.00,0.00,25.00,0.00,147.55,,,,,,,
DCI,2022,5,243,0.00,0.00,0.00,35.12,0.00,3619.29,,,,,,,
DCI,2022,5,259,0.00,0.00,0.00,0.00,0.00,366.68,,,,,,,
DCI,2022,5,257,0.00,0.00,0.00,0.00,0.00,1714.01,,,,,,,
DCI,2022,54,46,3469.00,0.00,0.00,1098.84,0.00,2689.98,,,,,,,
DCI,2022,5,80,0.00,0.00,0.00,0.00,0.00,9211.29,,,,,,,
DCI,2022,5,245,0.00,0.00,0.00,0.00,0.00,983.08,,,,,,,
DCI,2022,5,698,19535.00,0.00,0.00,0.00,700.00,643.00,,,,,,,
DCI,2022,5,77,0.00,0.00,0.00,0.00,0.00,2573.77,,,,,,,
DCI,2022,5,173,0.00,0.00,43.23,588.78,0.00,669.30,,,,,,,
DCI,2022,5,232,134000.00,0.00,12423.38,27942.25,0.00,184385.51,,,,,,,
DCI,2022,4,77,0.00,0.00,0.00,0.00,0.00,4386.60,,,,,,,
DCI,2022,5,46,324735.00,0.00,0.00,107623.39,0.00,362177.23,,,,,,,
DCI,2022,5,85,0.00,0.00,0.00,0.00,0.00,2590.00,,,,,,,
DCI,2022,4,698,45959.00,0.00,0.00,0.00,0.00,65808.93,,,,,,,
DCI,2022,4,743,0.00,0.00,0.00,0.00,0.00,3384.00,,,,,,,
DCI,2022,5,75,0.00,0.00,0.00,0.00,0.00,149.00,,,,,,,
DCI,2022,4,45,0.00,0.00,0.00,436.11,0.00,2989.95,,,,,,,
DCI,2022,4,745,9886.00,0.00,0.00,18092.00,0.00,18092.00,,,,,,,
DCI,2022,5,742,0.00,0.00,0.00,0.00,75000.00,28192.54,,,,,,,
DCI,2022,5,20,0.00,0.00,0.00,3167.61,0.00,13525.25,,,,,,,
DCI,2022,5,50,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,5,260,100000.00,0.00,0.00,37908.52,0.00,143493.45,,,,,,,
DCI,2022,5,145,0.00,0.00,0.00,119.45,0.00,33734.73,,,,,,,
DCI,2022,5,51,10842.00,0.00,0.00,4448.00,0.00,16307.00,,,,,,,
DCI,2022,5,254,0.00,0.00,0.00,0.00,0.00,16060.19,,,,,,,
DCI,2022,5,2,1483370.00,0.00,0.00,930306.69,2093191.00,4769555.40,,,,,,,
DCI,2022,5,128,27500.00,0.00,45884.00,0.00,0.00,18554.79,,,,,,,
DCI,2022,5,164,0.00,0.00,11373.65,2289.69,0.00,7645.04,,,,,,,
DCI,2022,5,5,541350.00,0.00,0.00,170014.47,0.00,520630.49,,,,,,,
DCI,2022,5,285,0.00,0.00,0.00,0.00,0.00,-5.70,,,,,,,
DCI,2022,5,58,0.00,0.00,0.00,143.00,0.00,512.00,,,,,,,
DCI,2022,5,666,0.00,0.00,0.00,0.00,0.00,180043.88,,,,,,,
DCI,2022,4,747,1847465.00,0.00,0.00,1768472.00,0.00,1500872.00,,,,,,,
DCI,2022,4,51,7826.00,0.00,0.00,2732.49,0.00,3612.00,,,,,,,
DCI,2022,5,731,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,5,229,25000.00,0.00,237.75,1387.64,0.00,8569.84,,,,,,,
DCI,2022,5,664,0.00,0.00,0.00,0.00,0.00,7500.00,,,,,,,
DCI,2022,54,2,0.00,0.00,0.00,1330.26,0.00,0.00,,,,,,,
DCI,2022,4,724,25357.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,4,730,0.00,0.00,0.00,0.00,0.00,24284.12,,,,,,,
DCI,2022,5,387,0.00,0.00,0.00,-2268.97,0.00,-4666.93,,,,,,,
DCI,2022,5,264,0.00,0.00,12845.18,21.66,0.00,1238.10,,,,,,,
DCI,2022,4,158,5000.00,0.00,2848.90,569.78,0.00,3418.68,,,,,,,
DCI,2022,4,256,0.00,0.00,0.00,11.68,0.00,149.12,,,,,,,
DCI,2022,54,48,35655.00,0.00,0.00,12535.48,0.00,26170.79,,,,,,,
DCI,2022,5,131,0.00,0.00,164583.20,33594.80,0.00,166237.32,,,,,,,
DCI,2022,5,803,0.00,0.00,0.00,0.00,0.00,7792.00,,,,,,,
DCI,2022,5,625,0.00,0.00,0.00,0.00,0.00,43823.40,,,,,,,
DCI,2022,54,764,15000.00,0.00,654.76,3835.23,0.00,270.45,,,,,,,
DCI,2022,5,143,0.00,0.00,0.00,0.00,0.00,3957.15,,,,,,,
DCI,2022,5,3,200000.00,0.00,0.00,134206.78,301966.00,391090.35,,,,,,,
DCI,2022,4,241,0.00,0.00,0.00,3844.05,0.00,4311.69,,,,,,,
DCI,2022,4,726,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,5,320,16800.00,0.00,75780.00,21220.00,0.00,20800.00,,,,,,,
DCI,2022,4,230,0.00,0.00,0.00,0.00,0.00,357.70,,,,,,,
DCI,2022,5,239,0.00,0.00,0.00,512.18,0.00,5837.91,,,,,,,
DCI,2022,5,730,1422.00,0.00,0.00,5204.80,2164.40,12156.12,,,,,,,
DCI,2022,5,141,0.00,0.00,8950.00,1770.00,0.00,98477.18,,,,,,,
DCI,2022,5,624,0.00,0.00,0.00,0.00,0.00,13862.12,,,,,,,
DCI,2022,4,21,0.00,0.00,0.00,0.00,0.00,929.48,,,,,,,
DCI,2022,4,130,0.00,0.00,8010.00,2670.00,0.00,12365.00,,,,,,,
DCI,2022,5,57,0.00,0.00,0.00,0.00,0.00,3028.16,,,,,,,
DCI,2022,5,263,0.00,0.00,0.00,0.00,0.00,895.86,,,,,,,
DCI,2022,4,387,0.00,0.00,0.00,0.00,,,,,,,,,
DCI,2022,5,663,0.00,0.00,0.00,0.00,0.00,11610.30,,,,,,,
DCI,2022,54,763,45000.00,0.00,17060.18,16140.94,0.00,0.00,,,,,,,
DCI,2022,4,725,322620.00,0.00,0.00,0.00,0.00,311250.79,,,,,,,
DCI,2022,4,145,0.00,0.00,0.00,0.00,0.00,197.59,,,,,,,
DCI,2022,5,747,134064.00,0.00,0.00,0.00,,,,,,,,,
DCI,2022,5,626,6040.00,0.00,0.00,0.00,0.00,4157.76,,,,,,,
DCI,2022,5,724,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,5,225,46857.00,0.00,3439.11,26132.81,0.00,73658.70,,,,,,,
DCI,2022,5,37,8638093.00,0.00,0.00,2557148.37,11001.32,8459379.14,,,,,,,
DCI,2022,5,130,0.00,0.00,3667.65,1492.95,0.00,4093.60,,,,,,,
DCI,2022,4,2,0.00,0.00,0.00,972.80,2189.00,45601.41,,,,,,,
DCI,2022,5,283,0.00,0.00,0.00,0.00,0.00,8014.86,,,,,,,
DCI,2022,4,735,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,5,255,100000.00,0.00,0.00,18303.48,0.00,94609.23,,,,,,,
DCI,2022,4,231,0.00,0.00,0.00,0.00,0.00,2334.82,,,,,,,
DCI,2022,4,120,10950.00,0.00,0.00,0.00,0.00,798.15,,,,,,,
DCI,2022,54,37,98854.00,0.00,0.00,33349.41,110450.00,70190.87,,,,,,,
DCI,2022,5,290,0.00,0.00,0.00,0.00,0.00,8095.00,,,,,,,
DCI,2022,5,168,0.00,0.00,0.00,489.87,0.00,3489.87,,,,,,,
DCI,2022,5,186,0.00,0.00,0.00,49.50,0.00,444.50,,,,,,,
DCI,2022,4,14,0.00,0.00,0.00,7034.00,0.00,48225.00,,,,,,,
DCI,2022,5,63,0.00,0.00,0.00,0.00,0.00,2071.61,,,,,,,
DCI,2022,5,711,0.00,0.00,0.00,0.00,0.00,7413.32,,,,,,,
DCI,2022,4,260,5000.00,0.00,0.00,0.00,0.00,268.29,,,,,,,
DCI,2022,5,619,0.00,0.00,0.00,0.00,0.00,10045.76,,,,,,,
DCI,2022,5,286,0.00,0.00,0.00,0.00,0.00,-124.00,,,,,,,
DCI,2022,4,755,395781.00,0.00,0.00,37778.00,0.00,241833.71,,,,,,,
DCI,2022,5,170,0.00,0.00,0.00,190.90,0.00,800.37,,,,,,,
DCI,2022,5,112,0.00,0.00,0.00,530.00,0.00,4169.64,,,,,,,
DCI,2022,5,226,0.00,0.00,0.00,0.00,0.00,64.55,,,,,,,
DCI,2022,5,633,0.00,0.00,0.00,0.00,47364.85,17817.30,,,,,,,
DCI,2022,5,64,0.00,0.00,0.00,0.00,0.00,89.00,,,,,,,
DCI,2022,5,240,0.00,0.00,35460.00,1004.25,0.00,38852.40,,,,,,,
DCI,2022,5,228,0.00,0.00,0.00,8109.54,0.00,8296.47,,,,,,,
DCI,2022,4,48,82682.00,0.00,0.00,32594.73,0.00,86937.60,,,,,,,
DCI,2022,4,112,0.00,0.00,0.00,0.00,0.00,75.00,,,,,,,
DCI,2022,5,134,180500.00,0.00,0.00,675.00,0.00,79783.99,,,,,,,
DCI,2022,5,21,0.00,0.00,0.00,697.20,0.00,6154.95,,,,,,,
DCI,2022,5,61,0.00,0.00,0.00,0.00,0.00,376.00,,,,,,,
DCI,2022,5,727,81600.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,5,120,371480.00,0.00,21335.55,25663.07,0.00,120401.82,,,,,,,
DCI,2022,4,225,5050.00,0.00,0.00,742.80,0.00,3450.56,,,,,,,
DCI,2022,5,252,0.00,0.00,0.00,0.00,0.00,97.00,,,,,,,
DCI,2022,5,293,2997200.00,0.00,375746.81,418316.44,0.00,2529454.08,,,,,,,
DCI,2022,4,37,356744.00,0.00,0.00,119836.81,390321.00,289087.24,,,,,,,
DCI,2022,5,230,0.00,0.00,538.04,11032.76,0.00,48721.82,,,,,,,
DCI,2022,5,636,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
DCI,2022,5,135,0.00,0.00,11603.70,67075.33,0.00,109800.45,,,,,,,
DCI,2022,4,282,5000.00,0.00,0.00,0.00,0.00,21.62,,,,,,,
DCI,2022,5,241,235000.00,0.00,0.00,135316.01,0.00,422721.78,,,,,,,
DCI,2022,5,237,1632716.00,0.00,25079.46,367715.43,0.00,1494349.08,,,,,,,
DCI,2022,5,620,0.00,0.00,0.00,0.00,0.00,6545.00,,,,,,,
DCI,2022,5,56,1777.00,0.00,0.00,0.00,10685.00,0.00,,,,,,,
DCI,2022,5,295,12000.00,0.00,6702.06,1297.94,0.00,7179.30,,,,,,,
DCI,2022,5,271,0.00,0.00,0.00,0.00,0.00,69.62,,,,,,,
DCI,2022,5,48,3280461.00,0.00,0.00,829339.48,0.00,2887368.31,,,,,,,
DCI,2022,5,158,78714.00,0.00,68740.21,17859.82,0.00,81150.75,,,,,,,
DWCC,2022,4,742,21996.00,0.00,0.00,0.00,,0.00,,,,,,,
DWCC,2022,5,255,0.00,0.00,2535.01,15536.39,,29037.06,,,,,,,
DWCC,2022,4,241,0.00,0.00,0.00,33.24,,0.00,,,,,,,
DWCC,2022,5,80,0.00,0.00,0.00,0.01,,,,,,,,,
DWCC,2022,4,37,266175.00,0.00,0.00,97811.07,,218242.56,,,,,,,
DWCC,2022,5,21,0.00,0.00,0.00,50.85,,0.00,,,,,,,
DWCC,2022,5,45,3125.00,0.00,0.00,9563.25,,30869.24,,,,,,,
DWCC,2022,5,247,0.00,0.00,0.00,4864.20,,27394.91,,,,,,,
DWCC,2022,5,56,0.00,0.00,0.00,0.01,,2110.00,,,,,,,
DWCC,2022,5,240,250000.00,0.00,92259.63,27748.56,,122717.85,,,,,,,
DWCC,2022,5,728,80000.00,0.00,20245.53,19754.47,,0.00,,,,,,,
DWCC,2022,5,802,0.00,0.00,0.00,0.01,,20552.00,,,,,,,
DWCC,2022,5,51,7228.00,0.00,0.00,1112.00,,7967.00,,,,,,,
DWCC,2022,4,735,9617.00,0.00,0.00,1306.62,,14636.75,,,,,,,
DWCC,2022,4,747,1280265.00,0.00,0.00,0.00,,1337970.00,,,,,,,
DWCC,2022,4,711,8727.00,0.00,0.00,7048.91,,41480.47,,,,,,,
DWCC,2022,5,293,399238.00,0.00,267695.00,90484.37,,259977.82,,,,,,,
DWCC,2022,5,256,225000.00,0.00,5587.98,28295.43,,257561.79,,,,,,,
DWCC,2022,5,241,250000.00,0.00,12855.25,3926.21,,203385.25,,,,,,,
DWCC,2022,5,234,0.00,0.00,0.00,0.01,,118.62,,,,,,,
DWCC,2022,5,48,1644925.00,0.00,0.00,448423.35,,1610268.24,,,,,,,
DWCC,2022,5,9,34719.00,0.00,0.00,127762.09,,180469.97,,,,,,,
DWCC,2022,5,237,967271.00,0.00,27234.40,95228.49,,644401.78,,,,,,,
DWCC,2022,5,46,203824.00,0.00,0.00,75611.55,,252076.00,,,,,,,
DWCC,2022,54,37,64119.00,0.00,0.00,13962.48,,12572.29,,,,,,,
DWCC,2022,54,46,2188.00,0.00,0.00,511.60,,430.33,,,,,,,
DWCC,2022,5,63,0.00,0.00,0.00,401.00,,,,,,,,,
DWCC,2022,5,242,0.00,0.00,17842.65,10667.06,,45370.54,,,,,,,
DWCC,2022,5,286,0.00,0.00,0.00,0.01,,2567.58,,,,,,,
DWCC,2022,4,755,300389.00,0.00,0.00,17178.00,,161157.96,,,,,,,
DWCC,2022,5,251,0.00,0.00,0.00,9729.67,,82828.20,,,,,,,
DWCC,2022,4,48,78115.00,0.00,0.00,26227.32,,65112.71,,,,,,,
DWCC,2022,4,63,0.00,0.00,0.00,0.01,,718.96,,,,,,,
DWCC,2022,5,244,0.00,0.00,0.00,4880.00,,,,,,,,,
DWCC,2022,4,745,0.00,0.00,0.00,11709.00,,0.00,,,,,,,
DWCC,2022,5,239,0.00,0.00,1844.64,0.00,,4233.81,,,,,,,
DWCC,2022,4,80,0.00,0.00,0.00,0.01,,1374.48,,,,,,,
DWCC,2022,4,46,10033.00,0.00,0.00,2696.94,,6995.82,,,,,,,
DWCC,2022,5,57,9018.00,0.00,0.00,0.00,,415.10,,,,,,,
DWCC,2022,5,730,0.00,0.00,0.00,348.56,,543.16,,,,,,,
DWCC,2022,5,77,0.00,0.00,0.00,339.00,,,,,,,,,
DWCC,2022,4,714,0.00,0.00,0.00,1225995.00,,0.00,,,,,,,
DWCC,2022,4,51,4212.00,0.00,0.00,1296.00,,1944.00,,,,,,,
DWCC,2022,5,284,0.00,0.00,0.00,0.01,,7679.98,,,,,,,
DWCC,2022,5,233,0.00,0.00,0.00,0.01,,1181.66,,,,,,,
DWCC,2022,5,20,0.00,0.00,0.00,8931.33,,19456.90,,,,,,,
DWCC,2022,5,58,0.00,0.00,0.00,152.00,,937.00,,,,,,,
DWCC,2022,5,287,0.00,0.00,0.00,0.01,,5000.00,,,,,,,
DWCC,2022,5,39,33958.00,0.00,0.00,5015.32,,34273.21,,,,,,,
DWCC,2022,4,77,0.00,0.00,0.00,500.00,,5495.76,,,,,,,
DWCC,2022,54,48,26576.00,0.00,0.00,3932.46,,3455.81,,,,,,,
DWCC,2022,5,37,5993614.00,0.00,0.00,1639374.25,,5448930.35,,,,,,,
