Facility,FiscalYear,ProgramId,ObjectCodeId,CurrentModifiedAmount,PreEncumberedAmount,EncumberedAmount,ExpendedAmount,ProjectedAmount,PriorYearActualAmount,TotalObligated,,,,,,
HDQ,2023,43,411,0.00,0.00,0.00,24079.38,,,,,,,,,
HDQ,2023,43,233,0.00,0.00,0.00,135.00,,,,,,,,,
HDQ,2023,43,85,0.00,0.00,0.00,14807.56,,,,,,,,,
HDQ,2023,41,9,958043.00,0.00,0.00,614738.65,41222.39,0.00,,,,,,,
HDQ,2023,41,233,305324.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2023,41,1,5106632.00,0.00,0.00,3960661.86,405594.38,0.00,,,,,,,
HDQ,2023,41,85,0.00,0.00,0.00,71009.91,,,,,,,,,
HDQ,2023,41,88,0.00,0.00,0.00,5141.00,,,,,,,,,
HDQ,2023,43,412,0.00,0.00,0.00,24570.00,,,,,,,,,
HDQ,2023,39,1,2091731.00,0.00,0.00,1954135.36,197015.80,0.00,,,,,,,
HDQ,2023,43,9,998584.00,0.00,0.00,996704.40,96203.78,0.00,,,,,,,
HDQ,2023,43,408,198539.00,0.00,0.00,5769277.23,,,,,,,,,
HDQ,2023,39,80,0.00,0.00,0.00,110.86,0.00,0.00,,,,,,,
HDQ,2023,41,80,0.00,0.00,0.00,2809.66,,,,,,,,,
HDQ,2023,41,177,12000.00,0.00,0.00,15622.47,0.00,0.00,,,,,,,
HDQ,2023,41,173,0.00,0.00,0.00,38223.16,,,,,,,,,
HDQ,2023,39,9,349763.00,0.00,0.00,344855.61,26939.25,0.00,,,,,,,
HDQ,2023,43,80,0.00,0.00,0.00,4381.77,,,,,,,,,
HDQ,2023,41,46,0.00,0.00,0.00,80195.18,2987.04,0.00,,,,,,,
HDQ,2023,43,46,0.00,0.00,0.00,116018.44,4403.57,0.00,,,,,,,
HDQ,2023,41,698,438134.00,0.00,0.00,330879.10,0.00,0.00,,,,,,,
HDQ,2023,43,410,0.00,0.00,0.00,3140.82,,,,,,,,,
HDQ,2023,41,77,0.00,0.00,0.00,106967.18,,,,,,,,,
HDQ,2023,43,480,28766325.00,0.00,0.00,19442156.81,865130.11,0.00,,,,,,,
HDQ,2023,41,174,0.00,0.00,0.00,88125.80,0.00,0.00,,,,,,,
HDQ,2023,41,179,6000.00,0.00,0.00,3171.60,0.00,0.00,,,,,,,
HDQ,2023,44,1,419730.00,0.00,0.00,416503.17,48383.20,0.00,,,,,,,
HDQ,2023,41,44,24166846.00,0.00,0.00,26495524.94,3899773.24,0.00,,,,,,,
HDQ,2023,41,407,0.00,0.00,0.00,17468.85,2679.33,0.00,,,,,,,
HDQ,2023,41,755,6532538.00,0.00,0.00,8237564.89,0.00,0.00,,,,,,,
HDQ,2023,44,406,52247.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2023,43,406,632686.00,0.00,0.00,1115927.49,,,,,,,,,
HDQ,2023,43,1,6857549.00,0.00,0.00,6924051.96,555766.41,0.00,,,,,,,
HDQ,2023,44,9,157196.00,0.00,0.00,156572.06,12303.40,0.00,,,,,,,
HDQ,2023,41,705,0.00,0.00,0.00,312.78,,,,,,,,,
HDQ,2023,43,409,0.00,0.00,0.00,30494.03,,,,,,,,,
HDQ,2023,44,46,0.00,0.00,0.00,13004.66,481.40,0.00,,,,,,,
HDQ,2023,41,703,0.00,0.00,0.00,12653.00,,,,,,,,,
HDQ,2023,39,46,0.00,0.00,0.00,42682.43,1666.79,0.00,,,,,,,
HDQ,2023,43,39,0.00,0.00,0.00,76333.23,2828.04,0.00,,,,,,,
HDQ,2023,41,45,0.00,0.00,0.00,3631.24,134.31,0.00,,,,,,,
HDQ,2023,41,178,183990.00,0.00,0.00,163758.28,0.00,0.00,,,,,,,
HDQ,2023,41,408,2500000.00,0.00,0.00,2623209.37,,,,,,,,,
HDQ,2023,41,699,8819993.00,0.00,0.00,8819993.00,-8819993.00,0.00,,,,,,,
HDQ,2023,41,745,3788.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2023,39,45,0.00,0.00,0.00,2922.04,103.97,0.00,,,,,,,
HDQ,2023,39,6,0.00,0.00,0.00,3529.72,141.19,0.00,,,,,,,
HDQ,2023,41,39,0.00,0.00,0.00,64352.59,,,,,,,,,
HDQ,2023,44,45,0.00,0.00,0.00,15462.40,14223.88,0.00,,,,,,,
HDQ,2023,43,407,3027863.00,0.00,0.00,7756927.79,,,,,,,,,
HDQ,2023,43,45,0.00,0.00,0.00,9704.23,356.45,0.00,,,,,,,
RCC,2023,4,724,20908.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RCC,2023,4,407,0.00,0.00,0.00,269.90,,,,,,,,,
RCC,2023,5,730,0.00,0.00,0.00,1436.44,559.89,738.11,,,,,,,
RCC,2023,5,174,0.00,0.00,0.00,14245.62,12000.00,17846.62,,,,,,,
RCC,2023,5,2,638014.00,0.00,0.00,1990344.32,723022.08,2097272.04,,,,,,,
RCC,2023,5,634,0.00,0.00,0.00,4710.30,,,,,,,,,
RCC,2023,5,3,98728.00,0.00,0.00,149334.10,150115.84,223585.06,,,,,,,
RCC,2023,5,134,0.00,0.00,0.00,9332.80,0.00,12879.35,,,,,,,
RCC,2023,5,698,0.00,0.00,0.00,3503.09,4255.70,4599.31,,,,,,,
RCC,2023,4,46,3758.00,0.00,0.00,6698.82,3956.06,5361.03,,,,,,,
RCC,2023,5,254,0.00,0.00,0.00,695.21,,,,,,,,,
RCC,2023,4,178,793175.00,0.00,0.00,334213.48,210074.00,328995.80,,,,,,,
RCC,2023,5,21,0.00,0.00,0.00,297.50,0.00,0.00,,,,,,,
RCC,2023,5,764,0.00,0.00,0.00,-1504.80,,,,,,,,,
RCC,2023,54,767,0.00,0.00,0.00,12000.00,0.00,0.00,,,,,,,
RCC,2023,4,287,9500.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RCC,2023,4,135,0.00,0.00,0.00,22212.00,0.00,20070.00,,,,,,,
RCC,2023,5,727,4496.00,0.00,0.00,0.00,-7000.00,34300.00,,,,,,,
RCC,2023,5,247,0.00,0.00,0.00,33731.48,20000.00,37270.84,,,,,,,
RCC,2023,5,228,0.00,0.00,0.00,30239.96,,,,,,,,,
RCC,2023,5,253,0.00,0.00,0.00,1141.92,,,,,,,,,
RCC,2023,4,742,0.00,0.00,0.00,22574.46,-9286.49,59966.34,,,,,,,
RCC,2023,5,20,0.00,0.00,0.00,10560.87,324.56,4740.21,,,,,,,
RCC,2023,5,256,177070.00,0.00,0.00,270370.87,275000.00,332887.02,,,,,,,
RCC,2023,5,85,20000.00,0.00,6270.43,12486.79,10000.00,30318.25,,,,,,,
RCC,2023,5,245,0.00,0.00,0.00,13188.42,,,,,,,,,
RCC,2023,5,81,0.00,0.00,0.00,850.00,,,,,,,,,
RCC,2023,54,39,0.00,0.00,0.00,6334.37,5678.82,10617.51,,,,,,,
RCC,2023,5,258,0.00,0.00,0.00,945.00,,,,,,,,,
RCC,2023,5,283,0.00,0.00,0.00,1155.86,2827.96,2913.95,,,,,,,
RCC,2023,54,764,0.00,0.00,0.00,6420.84,0.00,-33.44,,,,,,,
RCC,2023,5,623,512995.00,0.00,0.00,0.00,0.00,12069.27,,,,,,,
RCC,2023,5,663,0.00,0.00,0.00,73504.48,0.00,100269.93,,,,,,,
RCC,2023,5,145,0.00,0.00,0.00,2034.55,4000.00,5241.03,,,,,,,
RCC,2023,4,1,315543.00,0.00,0.00,562696.76,313302.91,618993.03,,,,,,,
RCC,2023,5,625,0.00,0.00,0.00,212.75,,,,,,,,,
RCC,2023,4,131,102516.00,0.00,4690.68,93664.74,11000.00,91850.44,,,,,,,
RCC,2023,5,135,115281.00,0.00,0.00,45871.10,25000.00,53878.03,,,,,,,
RCC,2023,5,742,153833.00,0.00,110973.00,0.00,,,,,,,,,
RCC,2023,4,85,0.00,0.00,0.00,1870.00,0.00,434.00,,,,,,,
RCC,2023,5,131,0.00,0.00,1891.15,8108.85,-3000.00,13114.49,,,,,,,
RCC,2023,5,139,295074.00,0.00,6075.00,10717.15,0.00,17741.20,,,,,,,
RCC,2023,4,179,75000.00,0.00,0.00,331347.84,219731.00,75740.00,,,,,,,
RCC,2023,5,229,0.00,0.00,0.00,9154.68,3000.00,1284.58,,,,,,,
RCC,2023,5,232,1390928.00,0.00,636.15,219916.76,180000.00,300808.90,,,,,,,
RCC,2023,5,255,0.00,0.00,0.00,89156.41,21000.00,32205.98,,,,,,,
RCC,2023,4,37,124036.00,0.00,0.00,222253.40,124917.00,153461.23,,,,,,,
RCC,2023,5,802,0.00,0.00,0.00,5620.88,0.00,0.02,,,,,,,
RCC,2023,5,282,150344.00,0.00,1470.00,146971.23,115000.00,115299.01,,,,,,,
RCC,2023,4,57,7691.00,0.00,0.00,675.91,6000.00,0.00,,,,,,,
RCC,2023,5,177,0.00,0.00,0.00,-0.03,,,,,,,,,
RCC,2023,4,743,0.00,0.00,0.00,30.93,,,,,,,,,
RCC,2023,5,51,0.00,0.00,0.00,10286.00,3892.00,9964.00,,,,,,,
RCC,2023,5,225,0.00,0.00,0.00,53517.27,17000.00,39675.62,,,,,,,
RCC,2023,5,178,0.00,0.00,0.00,36483.03,,,,,,,,,
RCC,2023,5,246,0.00,0.00,0.00,188.15,,,,,,,,,
RCC,2023,4,130,0.00,0.00,2245.00,3143.00,0.00,5388.00,,,,,,,
RCC,2023,5,45,14000.00,0.00,0.00,30812.60,11441.89,19256.55,,,,,,,
RCC,2023,5,82,0.00,0.00,26752.00,23580.58,0.00,0.00,,,,,,,
RCC,2023,5,7,0.00,0.00,0.00,10688.55,19905.38,4164.73,,,,,,,
RCC,2023,4,230,0.00,0.00,0.00,6391.13,,,,,,,,,
RCC,2023,5,240,0.00,0.00,24418.96,16642.62,,,,,,,,,
RCC,2023,5,799,6334.00,0.00,140698.92,47478.31,0.00,-87629.59,,,,,,,
RCC,2023,4,9,0.00,0.00,0.00,41777.64,35423.06,93201.71,,,,,,,
RCC,2023,5,260,0.00,0.00,0.00,131889.90,95000.00,71837.66,,,,,,,
RCC,2023,5,731,0.00,0.00,0.00,167.00,281.00,203.00,,,,,,,
RCC,2023,54,2,0.00,0.00,0.00,16176.51,21026.78,16351.78,,,,,,,
RCC,2023,5,143,0.00,0.00,0.00,6231.39,0.00,5945.60,,,,,,,
RCC,2023,4,177,170000.00,0.00,0.00,178172.60,157815.00,155160.94,,,,,,,
RCC,2023,5,133,0.00,0.00,0.00,330.00,,,,,,,,,
RCC,2023,5,56,0.00,0.00,0.00,728.96,,,,,,,,,
RCC,2023,5,239,0.00,0.00,0.00,4887.46,0.00,80.00,,,,,,,
RCC,2023,4,747,1870637.00,0.00,0.00,1834638.00,0.00,1154264.00,,,,,,,
RCC,2023,5,624,0.00,0.00,34484.57,21724.60,35000.00,18975.36,,,,,,,
RCC,2023,5,57,15000.00,0.00,0.00,2831.51,6048.54,2701.66,,,,,,,
RCC,2023,4,289,0.00,0.00,0.00,6497.50,,,,,,,,,
RCC,2023,5,1,12901290.00,0.00,0.00,13612431.45,7036150.46,12247331.87,,,,,,,
RCC,2023,4,755,531606.00,0.00,0.00,303232.65,130597.94,182214.44,,,,,,,
RCC,2023,4,756,26589.00,0.00,0.00,0.00,,,,,,,,,
RCC,2023,5,173,0.00,0.00,0.00,119.92,0.00,104.93,,,,,,,
RCC,2023,5,86,0.00,0.00,0.00,776.37,,,,,,,,,
RCC,2023,5,108,0.00,0.00,0.00,3449.45,,,,,,,,,
RCC,2023,4,244,0.00,0.00,0.00,30.94,,,,,,,,,
RCC,2023,5,241,250000.00,0.00,2500.00,235551.98,190000.00,264775.75,,,,,,,
RCC,2023,5,62,0.00,0.00,0.00,1583.50,,,,,,,,,
RCC,2023,4,260,0.00,0.00,0.00,9390.25,2073.30,3287.34,,,,,,,
RCC,2023,4,735,0.00,0.00,0.00,1604.49,0.00,895.40,,,,,,,
RCC,2023,5,76,0.00,0.00,0.00,38.00,,,,,,,,,
RCC,2023,5,230,0.00,0.00,0.00,20272.44,40000.00,61973.61,,,,,,,
RCC,2023,5,234,0.00,0.00,0.00,838.18,,,,,,,,,
RCC,2023,5,48,1609011.00,0.00,0.00,1668861.35,806815.99,1696387.14,,,,,,,
RCC,2023,5,237,1120000.00,0.00,20742.00,1436206.54,700000.00,1020956.70,,,,,,,
RCC,2023,5,233,9166.00,0.00,0.00,26617.62,-11178.83,4958.87,,,,,,,
RCC,2023,5,633,0.00,0.00,58411.50,93449.96,,,,,,,,,
RCC,2023,5,88,153599.00,0.00,0.00,56913.90,0.00,76165.86,,,,,,,
RCC,2023,4,711,34098.00,0.00,0.00,9131.99,8261.49,16600.88,,,,,,,
RCC,2023,5,75,0.00,0.00,0.00,640.00,,,,,,,,,
RCC,2023,5,164,0.00,0.00,0.00,891.32,750.00,1694.53,,,,,,,
RCC,2023,5,740,0.00,0.00,0.00,7440.00,0.00,3000.00,,,,,,,
RCC,2023,5,293,211324.00,0.00,40355.80,154028.50,0.00,87039.24,,,,,,,
RCC,2023,5,112,0.00,0.00,0.00,442.85,,,,,,,,,
RCC,2023,4,231,0.00,0.00,0.00,1152.93,,,,,,,,,
RCC,2023,4,76,0.00,0.00,0.00,25.00,,,,,,,,,
RCC,2023,5,9,102297.00,0.00,0.00,561620.84,91016.85,70857.47,,,,,,,
RCC,2023,5,46,117320.00,0.00,0.00,231730.04,113984.65,211966.14,,,,,,,
RCC,2023,5,39,69871.00,0.00,0.00,74816.36,29835.44,69610.95,,,,,,,
RCC,2023,5,251,0.00,0.00,0.00,4038.27,,,,,,,,,
RCC,2023,4,75,0.00,0.00,0.00,530.00,,,,,,,,,
RCC,2023,4,2,0.00,0.00,0.00,646.34,0.00,10416.47,,,,,,,
RCC,2023,5,243,0.00,0.00,0.00,2422.04,,,,,,,,,
RCC,2023,5,670,0.00,0.00,0.00,312213.95,,,,,,,,,
RCC,2023,5,231,422923.00,0.00,0.00,178726.66,80000.00,127652.44,,,,,,,
RCC,2023,54,766,1293981.00,0.00,24629.90,729820.83,750000.00,1168615.78,,,,,,,
RCC,2023,5,735,12717.00,0.00,0.00,0.00,300.00,917.00,,,,,,,
RCC,2023,4,48,37081.00,0.00,0.00,69775.69,32501.09,52485.98,,,,,,,
RCC,2023,4,61,0.00,0.00,0.00,792.00,,,,,,,,,
RCC,2023,4,746,0.00,0.00,0.00,6666.00,,,,,,,,,
RCC,2023,4,745,6666.00,0.00,0.00,0.00,0.00,10250.00,,,,,,,
RCC,2023,4,225,26892.00,0.00,0.00,1589.62,300.00,359.14,,,,,,,
RCC,2023,4,805,0.00,0.00,0.00,59246.86,,,,,,,,,
RCC,2023,54,3,0.00,0.00,0.00,14092.50,6000.00,0.00,,,,,,,
RCC,2023,5,120,25409.00,0.00,0.00,20181.72,4500.00,8790.64,,,,,,,
RCC,2023,5,671,468600.00,0.00,0.00,0.00,0.00,12542.00,,,,,,,
RCC,2023,5,250,0.00,0.00,0.00,1650.00,,,,,,,,,
RCC,2023,4,173,0.00,0.00,0.00,24596.08,0.00,16523.47,,,,,,,
RCC,2023,5,622,0.00,0.00,0.00,30735.00,1623.50,1590.00,,,,,,,
RCC,2023,5,60,0.00,0.00,0.00,45.32,,,,,,,,,
RCC,2023,54,1,188891.00,0.00,0.00,202838.50,117074.44,110726.65,,,,,,,
RCC,2023,54,48,47565.00,0.00,0.00,26017.44,17467.51,17415.80,,,,,,,
RCC,2023,5,665,0.00,0.00,0.00,8500.00,,,,,,,,,
RCC,2023,4,186,0.00,0.00,0.00,118.00,101.50,124.00,,,,,,,
RCC,2023,5,74,0.00,0.00,0.00,1447.88,,,,,,,,,
RCC,2023,5,264,0.00,0.00,0.00,204.93,,,,,,,,,
RCC,2023,5,5,427686.00,0.00,0.00,456040.94,244227.08,572798.04,,,,,,,
RCC,2023,4,158,0.00,0.00,2179.31,12374.89,0.00,14516.18,,,,,,,
RCC,2023,5,259,0.00,0.00,0.00,3004.00,,,,,,,,,
RCC,2023,5,91,0.00,0.00,0.00,2144.00,,,,,,,,,
RCC,2023,54,46,2188.00,0.00,0.00,3208.59,1987.72,1625.81,,,,,,,
RCC,2023,5,268,0.00,0.00,0.00,1360.00,,,,,,,,,
RCC,2023,4,62,0.00,0.00,0.00,433.72,,,,,,,,,
RCC,2023,5,37,6267588.00,0.00,0.00,5637057.08,2853507.98,5108955.32,,,,,,,
RCC,2023,5,101,0.00,0.00,0.00,50.00,,,,,,,,,
RCC,2023,5,295,2000.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RCC,2023,5,158,60000.00,0.00,2883.30,16444.70,10000.00,23777.10,,,,,,,
RCC,2023,5,683,0.00,0.00,88494.72,0.00,,,,,,,,,
RCC,2023,5,242,0.00,0.00,0.00,15184.05,24000.00,48590.30,,,,,,,
RCC,2023,4,698,0.00,0.00,0.00,22738.12,12500.00,30787.02,,,,,,,
RCC,2023,5,734,0.00,0.00,0.00,43.00,0.00,278.50,,,,,,,
RCC,2023,54,37,60646.00,0.00,0.00,74314.25,42918.04,27592.35,,,,,,,
RCC,2023,5,252,0.00,0.00,0.00,728.25,,,,,,,,,
RCC,2023,5,61,0.00,0.00,0.00,266.00,,,,,,,,,
RCC,2023,5,66,0.00,0.00,0.00,1260.00,,,,,,,,,
RLCC,2023,4,9,1000.00,0.00,0.00,0.00,,,,,,,,,
RLCC,2023,5,636,0.00,0.00,22100.00,0.00,0.00,0.00,,,,,,,
RLCC,2023,5,80,0.00,0.00,300.00,3592.12,0.00,3517.65,,,,,,,
RLCC,2023,5,671,632182.00,0.00,0.00,0.00,,,,,,,,,
RLCC,2023,5,105,0.00,0.00,0.00,13601.28,,,,,,,,,
RLCC,2023,5,5,534273.00,0.00,0.00,272006.19,0.00,386772.27,,,,,,,
RLCC,2023,5,232,148000.00,0.00,0.38,168391.42,0.00,91609.53,,,,,,,
RLCC,2023,5,94,0.00,0.00,0.00,359.91,,,,,,,,,
RLCC,2023,4,237,0.00,0.00,0.00,129762.71,0.00,0.00,,,,,,,
RLCC,2023,5,633,43000.00,0.00,0.00,2122.00,0.00,2300.00,,,,,,,
RLCC,2023,5,260,140000.00,0.00,0.00,186049.26,0.00,205583.06,,,,,,,
RLCC,2023,5,9,505391.00,0.00,0.00,483952.39,0.00,211346.28,,,,,,,
RLCC,2023,5,56,34164.00,0.00,0.00,1770.00,0.00,0.00,,,,,,,
RLCC,2023,4,757,0.00,0.00,0.00,306.00,0.00,76.50,,,,,,,
RLCC,2023,5,90,0.00,0.00,0.00,33007.49,0.00,34988.52,,,,,,,
RLCC,2023,4,3,0.00,0.00,0.00,316.48,0.00,0.00,,,,,,,
RLCC,2023,5,698,8309.00,0.00,0.00,7824.42,0.00,7543.15,,,,,,,
RLCC,2023,5,320,12200.00,0.00,6803.00,63157.00,0.00,48560.00,,,,,,,
RLCC,2023,4,711,27150.00,0.00,0.00,32739.89,0.00,33924.19,,,,,,,
RLCC,2023,5,21,0.00,0.00,0.00,17.50,,,,,,,,,
RLCC,2023,4,256,0.00,0.00,0.00,12450.13,,,,,,,,,
RLCC,2023,5,239,0.00,0.00,0.00,2116.40,,1270.60,,,,,,,
RLCC,2023,5,283,0.00,0.00,0.00,3745.80,0.00,33769.47,,,,,,,
RLCC,2023,5,666,0.00,0.00,0.00,219083.80,0.00,0.00,,,,,,,
RLCC,2023,5,20,0.00,0.00,0.00,378.75,0.00,3.20,,,,,,,
RLCC,2023,5,237,1099177.00,0.00,928.44,1229485.39,0.00,894559.57,,,,,,,
RLCC,2023,5,295,0.00,0.00,796.12,11203.88,0.00,4697.71,,,,,,,
RLCC,2023,4,58,0.00,0.00,0.00,295.99,0.00,0.00,,,,,,,
RLCC,2023,5,61,0.00,0.00,0.00,979.90,,,,,,,,,
RLCC,2023,5,230,45000.00,0.00,0.00,69729.70,0.00,54694.37,,,,,,,
RLCC,2023,4,698,42693.00,0.00,0.00,39774.54,0.00,51719.66,,,,,,,
RLCC,2023,5,233,0.00,0.00,0.00,27702.34,,,,,,,,,
RLCC,2023,5,663,0.00,0.00,0.00,155427.71,0.00,6543.82,,,,,,,
RLCC,2023,5,3,122110.00,0.00,0.00,262602.99,0.00,208537.90,,,,,,,
RLCC,2023,5,120,133523.00,0.00,0.00,17177.28,0.00,40288.20,,,,,,,
RLCC,2023,4,61,0.00,0.00,0.00,370.00,,,,,,,,,
RLCC,2023,5,14,0.00,0.00,0.00,13332.04,0.00,21142.25,,,,,,,
RLCC,2023,5,85,0.00,0.00,0.00,4898.99,0.00,19222.56,,,,,,,
RLCC,2023,5,58,0.00,0.00,0.00,12670.39,0.00,9908.99,,,,,,,
RLCC,2023,47,3,0.00,0.00,0.00,1203.20,0.00,5784.00,,,,,,,
RLCC,2023,5,256,620000.00,0.00,5447.98,569691.22,0.00,742689.49,,,,,,,
RLCC,2023,47,763,35000.00,0.00,247.23,48202.06,0.00,35919.84,,,,,,,
RLCC,2023,4,85,0.00,0.00,0.00,1005.00,,,,,,,,,
RLCC,2023,5,63,0.00,0.00,0.00,1382.00,,,,,,,,,
RLCC,2023,5,88,85000.00,0.00,20097.99,75880.00,0.00,74945.89,,,,,,,
RLCC,2023,5,255,70000.00,0.00,0.00,107940.44,0.00,93835.90,,,,,,,
RLCC,2023,4,14,0.00,0.00,0.00,675.71,,,,,,,,,
RLCC,2023,5,240,100000.00,0.00,4581.30,50383.31,0.00,70494.83,,,,,,,
RLCC,2023,4,57,0.00,0.00,0.00,2001.00,,,,,,,,,
RLCC,2023,5,642,283500.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RLCC,2023,4,260,0.00,0.00,0.00,3938.29,0.00,5214.90,,,,,,,
RLCC,2023,4,120,0.00,0.00,0.00,3374.04,,,,,,,,,
RLCC,2023,5,131,130000.00,0.00,15659.25,142617.02,0.00,128584.35,,,,,,,
RLCC,2023,5,293,610465.00,0.00,83467.13,446165.36,0.00,322516.43,,,,,,,
RLCC,2023,4,755,415974.00,0.00,0.00,411888.00,0.00,188387.49,,,,,,,
RLCC,2023,5,231,250000.00,0.00,1578.00,385905.86,0.00,278908.30,,,,,,,
RLCC,2023,5,6,0.00,0.00,0.00,2646.44,0.00,9770.11,,,,,,,
RLCC,2023,4,756,11576.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RLCC,2023,5,130,0.00,0.00,0.00,3838.00,0.00,3726.00,,,,,,,
RLCC,2023,4,80,0.00,0.00,0.00,290.90,,,,,,,,,
RLCC,2023,5,7,0.00,0.00,0.00,14539.77,0.00,21142.25,,,,,,,
RLCC,2023,5,282,1012788.00,0.00,0.00,84043.63,0.00,143031.24,,,,,,,
RLCC,2023,5,145,0.00,0.00,0.00,0.00,0.00,-0.39,,,,,,,
RLCC,2023,5,287,0.00,0.00,0.00,10800.00,0.00,10800.00,,,,,,,
RLCC,2023,5,158,35000.00,0.00,3542.37,42309.55,0.00,34912.00,,,,,,,
RLCC,2023,4,177,200000.00,0.00,0.00,268868.62,0.00,286793.34,,,,,,,
RLCC,2023,5,620,0.00,0.00,0.00,10737.34,0.00,14970.00,,,,,,,
RLCC,2023,47,37,89419.00,0.00,0.00,80472.90,0.00,74610.93,,,,,,,
RLCC,2023,5,799,0.00,0.00,193672.12,115474.02,0.00,-44384.56,,,,,,,
RLCC,2023,47,46,2607.00,0.00,0.00,2919.83,0.00,2796.65,,,,,,,
RLCC,2023,4,173,5000.00,0.00,0.00,7106.04,0.00,6975.79,,,,,,,
RLCC,2023,5,802,0.00,0.00,0.00,6833.00,0.00,5390.67,,,,,,,
RLCC,2023,47,2,0.00,0.00,0.00,22918.78,,19509.39,,,,,,,
RLCC,2023,5,37,7455532.00,0.00,0.00,7091139.35,5000.00,6151648.86,,,,,,,
RLCC,2023,4,255,0.00,0.00,0.00,993.59,,,,,,,,,
RLCC,2023,5,241,400000.00,0.00,0.00,517891.80,0.00,493097.16,,,,,,,
RLCC,2023,5,742,2853.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RLCC,2023,5,284,0.00,0.00,0.00,12853.44,0.00,5381.52,,,,,,,
RLCC,2023,4,1,776964.00,0.00,0.00,767229.73,0.00,707180.31,,,,,,,
RLCC,2023,5,387,0.00,0.00,0.00,0.00,,,,,,,,,
RLCC,2023,4,37,313186.00,0.00,0.00,314336.82,0.00,268661.63,,,,,,,
RLCC,2023,4,2,0.00,0.00,0.00,6854.75,0.00,9002.28,,,,,,,
RLCC,2023,4,745,12984.00,0.00,0.00,12984.00,0.00,12984.00,,,,,,,
RLCC,2023,4,51,4995.00,0.00,0.00,3753.00,0.00,4443.00,,,,,,,
RLCC,2023,5,623,40000.00,0.00,0.00,7219.89,0.00,0.00,,,,,,,
RLCC,2023,5,39,34367.00,0.00,0.00,53873.95,0.00,48441.53,,,,,,,
RLCC,2023,5,730,0.00,0.00,0.00,2927.12,0.00,1715.95,,,,,,,
RLCC,2023,5,2,636223.00,0.00,0.00,1703708.96,58888.00,1162605.98,,,,,,,
RLCC,2023,5,1,18038877.00,0.00,0.00,16984968.04,,15025891.13,,,,,,,
RLCC,2023,5,173,5000.00,0.00,563.00,4042.38,0.00,5265.66,,,,,,,
RLCC,2023,4,282,341221.00,0.00,0.00,75.01,,0.00,,,,,,,
RLCC,2023,5,247,0.00,0.00,0.00,31012.17,0.00,23076.72,,,,,,,
RLCC,2023,5,48,1863126.00,0.00,0.00,2116960.99,0.00,1991348.15,,,,,,,
RLCC,2023,5,174,25000.00,0.00,0.00,45445.58,0.00,27174.42,,,,,,,
RLCC,2023,47,1,215025.00,0.00,0.00,183366.60,0.00,173149.15,,,,,,,
RLCC,2023,4,46,11258.00,0.00,0.00,10512.46,0.00,9938.86,,,,,,,
RLCC,2023,5,624,0.00,0.00,0.00,17715.43,0.00,9069.96,,,,,,,
RLCC,2023,4,158,15000.00,0.00,269.07,12804.93,0.00,14854.62,,,,,,,
RLCC,2023,4,179,125000.00,0.00,0.00,130793.11,0.00,131678.99,,,,,,,
RLCC,2023,4,225,11221.00,0.00,0.00,2543.64,0.00,2263.69,,,,,,,
RLCC,2023,5,622,95000.00,0.00,0.00,18613.49,0.00,1399.99,,,,,,,
RLCC,2023,47,48,8781.00,0.00,0.00,16209.30,0.00,8650.13,,,,,,,
RLCC,2023,5,46,215068.00,0.00,0.00,271644.49,0.00,233517.58,,,,,,,
RLCC,2023,5,800,0.00,0.00,0.00,15245.08,0.00,-9535.74,,,,,,,
RLCC,2023,4,241,0.00,0.00,0.00,11025.17,0.00,0.00,,,,,,,
RLCC,2023,4,747,1372889.00,0.00,0.00,1372230.00,0.00,895449.00,,,,,,,
RLCC,2023,5,242,0.00,0.00,0.00,18321.98,0.00,43739.08,,,,,,,
RLCC,2023,4,242,0.00,0.00,0.00,253.75,,,,,,,,,
RLCC,2023,4,48,84925.00,0.00,0.00,84812.84,0.00,81956.76,,,,,,,
RLCC,2023,47,260,0.00,0.00,0.00,954.92,,,,,,,,,
RLCC,2023,47,764,100000.00,0.00,0.00,253004.86,0.00,77996.68,,,,,,,
RLCC,2023,5,164,0.00,0.00,0.00,6231.30,0.00,9102.72,,,,,,,
RLCC,2023,4,735,0.00,0.00,0.00,1910.82,0.00,1610.82,,,,,,,
RLCC,2023,5,186,61000.00,0.00,0.00,100.00,0.00,103.00,,,,,,,
RLCC,2023,4,135,0.00,0.00,0.00,5950.00,,,,,,,,,
RLCC,2023,4,178,550000.00,0.00,0.00,984608.57,0.00,780826.09,,,,,,,
RLCC,2023,5,135,70000.00,0.00,12275.90,51694.93,0.00,81764.65,,,,,,,
RLCC,2023,5,626,0.00,0.00,0.00,7510.30,0.00,0.00,,,,,,,
RLCC,2023,4,186,652000.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RLCC,2023,5,45,14180.00,0.00,0.00,24017.96,0.00,16056.18,,,,,,,
